,business_id,name,address,postal_code,city,stars_y,review_count,ice cream/egg waffles,pork belly/kimchi fries/ ramen places,mac cheese/ fish tacos,fried chicken/ deep fried,green tea/ red bean/cheesecake
125,jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,"72 Steeles Avenue W, Unit 6",L4J 1V7,Vaughan,4.0,317,0.031918456728639875,0.13728442850453138,0.6574127280339747,0.10056798733263189,0.02666255324637604
126,jTZYireK6pnPb6Rni0jygw,Wow Sushi,11 Charles Street,M4Y 1R4,Toronto,4.0,379,0.05005832465828848,0.034637904332330396,0.7517984072528601,0.02492345720094075,0.12072476369843756
127,k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,699 Saint Clair Avenue W,M6C 1B2,Toronto,4.0,693,0.013717005399170855,0.020540892317860788,0.29560658241181675,0.6212340417213271,0.015193612981285038
128,kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,"131 Bloor Street W, Ste 211",M5S 1M4,Toronto,3.0,320,0.05410968131896926,0.03603889850699949,0.7965235340293499,0.019800707889050934,0.026860511588963736
129,kOFDVcnj-8fd3doIpCQ06A,Mildred's Temple Kitchen,85 Hanna Avenue,M6K 3S3,Toronto,4.0,706,0.029180939757980966,0.020420869319293402,0.8627603552131636,0.03144861490172618,0.028916493535108296
130,l-Zjik0MbpabQPv-nNp9YQ,Sanremo Bakery,374 Royal York Road,M8Y 2R3,Etobicoke,4.5,331,0.05634222746230163,0.031420689711647014,0.6014432274371413,0.06854586355361367,0.05706280665011128
131,lDpVyjENOz_qbxbRoyBi8w,Black Camel,4 Crescent Road,M4W 1S9,Toronto,4.5,309,0.003918434798703708,0.0989985281238381,0.6681519561724858,0.1827478667789537,0.010468928411733022
132,lyIHmlIK7PKwQeGyR8svJQ,Cafe Crepe,246 Queen Street W,M5V 1Z7,Toronto,3.5,314,0.12586257649728277,0.03026717556109035,0.6638466989373111,0.03896142517158353,0.04517171287382814
133,mBOIef7a4hONEbSi_ai8Bw,Beast Restaurant,96 Tecumseth Street,M6J 2H1,Toronto,4.0,377,0.019390803857349516,0.0890822489825716,0.6464332292056714,0.17956490002623676,0.029165181564534275
134,mG71gQ5HWl7ut9OCN6NJKA,360 Restaurant,"CN Tower, 301 Front Street W",M5V 2T6,Toronto,3.5,747,0.0864430734113422,0.03314717620461374,0.7657637378548952,0.02557095659152992,0.02371557881343594
135,mZRKH9ngRY92bI_irrHq6w,Richmond Station,1 Richmond Street W,M5H 3W4,Toronto,4.5,645,0.09085055045220856,0.03486534928855278,0.7359403796605543,0.0778296205421718,0.02415046369287609
136,mzREMIknfmagJugibXrCsQ,Pho Tien Thanh,57 Ossington Avenue,M6J 2Y9,Toronto,4.0,347,0.02195764304453383,0.06007307539717262,0.7817953568825388,0.03066980517456576,0.030032421387981595
137,nBl_4gw5ecGzNkHyzfii8g,Terroni,57A Adelaide Street E,M5C 1K6,Toronto,3.5,567,0.027406432142797175,0.027254089361000065,0.8561138211880271,0.025173453498123274,0.02203539708736343
138,nHFJtud7jWZhM9dHQ1eIRA,Buk Chang Dong Soon Tofu,691 Bloor Street W,M6G 1L3,Toronto,4.0,420,0.01279442635913736,0.04371477378146796,0.7515762478770053,0.04702266747616056,0.058684987954504726
139,nT16Y6AsJDwEpUB1JICKzg,St Lawrence Market,93-95 Front Street E,M5E 1C3,Toronto,4.5,496,0.03754917448537685,0.02442236495621886,0.7000309280098371,0.020518677622152023,0.02235690370690295
140,nqTvE7ivdU23oUWdI01tOA,Under The Table Restaurant,568 Parliament Street,M4X 1P8,Toronto,4.5,397,0.06416984728943963,0.019786286547338636,0.5888653127605754,0.20953682202417184,0.00653062026736343
141,nu-DHeDtxnOW5vYj93dGPQ,The Lakeview,1132 Dundas Street W,M6J 1X2,Toronto,3.5,382,0.04612488989078804,0.02762031481321492,0.7873988761707374,0.06649596231340588,0.0218549063068034
142,oWTn2IzrprsRkPfULtjZtQ,The Burger's Priest,1636 Queen Street E,M4L 1G3,Toronto,3.5,435,0.025194445971201324,0.027711868964411624,0.8022651183125749,0.08923805105178821,0.02573976943136733
143,pSMK_FtULKiU-iuh7SMKwg,Blaze Fast-Fire'd Pizza,"10 Dundas Street East, #124",M5B 2G9,Toronto,4.5,434,0.03181969891897727,0.023168834201037596,0.8114969761550762,0.04262178531568303,0.010892705409225833
144,pZ1quwXnYozLIZIVABojhw,Black Hoof,928 Dundas Street W,M6J 1W3,Toronto,4.0,465,0.027441020979555225,0.07075641900354852,0.6673030318617021,0.1610929503826769,0.014583048360752535
145,piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,51 Baldwin Street,M5T 1L1,Toronto,3.5,432,0.019943595206383558,0.5234446921898213,0.31226471524153304,0.07159051435296279,0.03571944597226236
146,q5xrVJ4kivx_yEfJeOKNYQ,Bar Isabel,797 College Street,M6G 1C6,Toronto,4.0,376,0.03920565262708209,0.06314931208564942,0.7586693531116632,0.08699029556848563,0.014948349570082434
147,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,35 Elm Street,M5G 1H1,Toronto,4.0,355,0.0501830979207437,0.015451630774158228,0.8109944930248688,0.024603944961176998,0.02064183331905235
148,qiRyyRWt6jmAxcoVW0-WHA,Heart Sushi,"815 Britannia Road W, Unit 2",L5V 2X8,Mississauga,3.0,301,0.14623030479085294,0.015065728349298379,0.7018963952450658,0.047467544725573275,0.08934002688920982
149,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,18 Duncan Street,M5H 3G8,Toronto,4.5,2121,0.013171483883061816,0.03827598132809538,0.81486853747189,0.031169462601007922,0.018304008400155544
150,rxA9c0_XObabVL1WCTA4FA,Sneaky Dee's,431 College Street,M5T 1T1,Toronto,3.5,419,0.01895468487822629,0.022083652490565056,0.8203508823241443,0.03228699183621701,0.01743489958195852
151,snw9iNNLpFYZeHotW00uVA,Lee Restaurant,601 King Street W,M5V 1M5,Toronto,4.0,561,0.05323967270024674,0.017521614418571543,0.8113185109053932,0.018425223924089438,0.03169836788220744
152,t6FCO31z5uYrCM26jCaIaA,The Chase Fish & Oyster,"10 Temperance Street, First Floor",M5H 1Y4,Toronto,3.5,344,0.04806925814215598,0.021947903363368163,0.7952745840148253,0.07812368936431703,0.04045553285726903
153,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,232 Queen Street W,M5V 1Z6,Toronto,3.0,308,0.01476755701721777,0.02363586147341271,0.8616956058537586,0.032802695130309124,0.026557739984761113
154,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,100 Adelaide Street E,M5C 1K9,Toronto,4.0,517,0.016804078673438614,0.022079230833592742,0.881260073243204,0.016475723177163965,0.026343857035563675
155,ttuEwktrkmh3TUlSFPZqAA,Banh Mi Boys,399 Yonge Street,M5B,Toronto,4.0,444,0.007008558906092166,0.6330780467432477,0.2566093882814922,0.05706546937693875,0.00920149965519205
156,tvYID0arhN-shKGUrC1Wsg,Copacabana Brazilian Steak House,150 Eglinton Avenue E,M4P 1E8,Toronto,3.5,338,0.06495383782550926,0.01897775036734704,0.8513068815672722,0.04566071906031307,0.019100811179558298
157,uF86ZhygpBEGr3CudNemYA,O.Noir,620 Church St,M4Y 2G2,Toronto,3.5,301,0.16550312998600142,0.018430351800276436,0.7136422096140348,0.015732944799209697,0.007326284435398254
158,uthbVCNZqmExJTzhII9iNQ,Paramount Middle Eastern Kitchen,253 Yonge Street,M7A 2H1,Toronto,3.0,323,0.018591463822629658,0.021435583997174566,0.8280224708795504,0.0736148379029131,0.013559523994747195
159,vh1tPEaPioD78QmoqnWXpw,Sukho Thai,52 Wellington Street E,M5E 1C9,Toronto,3.5,415,0.011625126184193405,0.03553518965141715,0.8995595242923154,0.03519771965669735,0.018082440215376357
160,w1clLiXOo-yLhNjt5jDBCA,Union Social Eatery,"6986 Financial Drive, Unit 6",L5N 8J4,Mississauga,4.0,326,0.041499445520283625,0.02149298836722456,0.8090725580964807,0.03632550704121742,0.024942834308127295
161,wNXw53wmePcf_V3rF18LUg,Grazie Ristorante,2373 Yonge Street,M4P 2C8,Toronto,4.0,367,0.033119243078163246,0.016869984826268298,0.8463062782113869,0.01573864627368946,0.01852140316604783
162,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,299 Roncesvalles Avenue,M6R 2M3,Toronto,4.0,451,0.03950301433182216,0.05739667758722976,0.7242623580016476,0.10201330761919397,0.007380198015662087
163,wxL9wgxLeuMMfI6SAXIzJw,Smash Kitchen & Bar,4261 Highway 7 E,L3R 9W6,Unionville,4.0,612,0.027322312977084706,0.028215323988758763,0.8012377356183472,0.1282751286199624,0.01494949879584729
164,xaqW4NkmUCGRRjmLxiFJ6Q,Muncheez,"7181 Yonge Street, Unit 21",L3T 0C7,Markham,4.5,406,0.007779729964185073,0.1130404525319994,0.636303933338443,0.029384517704406653,0.08849136646096582
165,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,124-126 Ossington Avenue,M6J 1R5,Toronto,4.0,302,0.023139127516185062,0.029591021588156827,0.792265455958451,0.06301026414015155,0.018823399089738502
166,yY3jNsrpCyKTqQuRuLV8gw,Cactus Club Cafe,77 Adelaide Street W,M5H 1P9,Toronto,4.0,393,0.0216103194368853,0.022738571497731345,0.8736388607382372,0.05352766393036377,0.013099969012166684
167,yg_A_TpYkJjr1fef0J6QkQ,Konjiki Ramen,5051 Yonge Street,M2N 5P2,Toronto,4.0,393,0.05724133775644526,0.4430206541781892,0.33461325262646063,0.0951433844756488,0.06998137096325599
168,zA6gnF5aPBGoOm6uIbKt-A,Yuzu No Hana,236 Adelaide Street W,M5H 1W7,Toronto,4.0,498,0.05982504278949802,0.02693662730097273,0.726528165778559,0.02823165233358906,0.11500025092781567
169,zfQ855VX3SMA_54oVSN5Cw,Fresco's Fish & Chips,201 Augusta Avenue,M5T 2L4,Toronto,4.5,320,0.01009903395393723,0.009710915485758628,0.8608681420727736,0.028444453861026415,0.032053925214739425
170,zgQHtqX0gqMw1nlBZl2VnQ,Momofuku Noodle Bar,"190 University Avenue, Ground Floor",M5H 0A3,Toronto,3.0,897,0.1277164869274455,0.3914335947305187,0.3060234643098533,0.12612092943208156,0.026400691886345955
