,business_id,name,address,postal_code,city,stars_y,review_count,pork belly/kimchi fries,ice cream/green tea,fried chicken/ chicken waffles,green curry/ duck fat/ fish tacos,pork sandwich/ beef brisket/mac cheese
125,jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,"72 Steeles Avenue W, Unit 6",L4J 1V7,Vaughan,4.0,317,0.07930135245878825,0.04533227634290484,0.08538999534383829,0.771088341420938,0.014577689605944763
126,jTZYireK6pnPb6Rni0jygw,Wow Sushi,11 Charles Street,M4Y 1R4,Toronto,4.0,379,0.014789824974236273,0.18202978139914922,0.020482374863855412,0.7653229964511934,0.013938596194727915
127,k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,699 Saint Clair Avenue W,M6C 1B2,Toronto,4.0,693,0.0061865710658520826,0.010832418649634546,0.6144591337456478,0.17177915155064744,0.17356981946237138
128,kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,"131 Bloor Street W, Ste 211",M5S 1M4,Toronto,3.0,320,0.028928283976420055,0.09289294218239946,0.023440877179493263,0.8019873371573066,0.0527505595043805
129,kOFDVcnj-8fd3doIpCQ06A,Mildred's Temple Kitchen,85 Hanna Avenue,M6K 3S3,Toronto,4.0,706,0.011519431993006207,0.04473627599163734,0.03936992598417068,0.7721092299709619,0.11893180272689052
130,l-Zjik0MbpabQPv-nNp9YQ,Sanremo Bakery,374 Royal York Road,M8Y 2R3,Etobicoke,4.5,331,0.035749112977437804,0.10877192573010407,0.042066589562413076,0.7125412692042067,0.052761136890099924
131,lDpVyjENOz_qbxbRoyBi8w,Black Camel,4 Crescent Road,M4W 1S9,Toronto,4.5,309,0.01106134314368357,0.0165374198988895,0.02703478487512094,0.17896034172195738,0.7554572052508598
132,lyIHmlIK7PKwQeGyR8svJQ,Cafe Crepe,246 Queen Street W,M5V 1Z7,Toronto,3.5,314,0.02317082897938635,0.2586028723546755,0.029811033696310562,0.6238467092553686,0.030752130593486093
133,mBOIef7a4hONEbSi_ai8Bw,Beast Restaurant,96 Tecumseth Street,M6J 2H1,Toronto,4.0,377,0.041222924463933976,0.03878315652200894,0.18646286175176635,0.6681852291524626,0.05844927638569047
134,mG71gQ5HWl7ut9OCN6NJKA,360 Restaurant,"CN Tower, 301 Front Street W",M5V 2T6,Toronto,3.5,747,0.02168312156614022,0.10953678676535505,0.016012569547449024,0.8104151068305223,0.01609420960125433
135,mZRKH9ngRY92bI_irrHq6w,Richmond Station,1 Richmond Street W,M5H 3W4,Toronto,4.5,645,0.024536378418556073,0.15772931607373675,0.038590624899965544,0.7260002825310282,0.03593169411802182
136,mzREMIknfmagJugibXrCsQ,Pho Tien Thanh,57 Ossington Avenue,M6J 2Y9,Toronto,4.0,347,0.031080669735469253,0.028987305722985954,0.02702463044003044,0.8781194784633446,0.023293662764606583
137,nBl_4gw5ecGzNkHyzfii8g,Terroni,57A Adelaide Street E,M5C 1K6,Toronto,3.5,567,0.025201656234382818,0.06430012242175881,0.02002040925642659,0.8415479328704158,0.020538712024587638
138,nHFJtud7jWZhM9dHQ1eIRA,Buk Chang Dong Soon Tofu,691 Bloor Street W,M6G 1L3,Toronto,4.0,420,0.039798741638299474,0.02594780738450764,0.014621891401366015,0.8794727015576829,0.02536595860986031
139,nT16Y6AsJDwEpUB1JICKzg,St Lawrence Market,93-95 Front Street E,M5E 1C3,Toronto,4.5,496,0.022898191589530194,0.03555933241194139,0.01795417943582641,0.8470507799810562,0.04493480777803359
140,nqTvE7ivdU23oUWdI01tOA,Under The Table Restaurant,568 Parliament Street,M4X 1P8,Toronto,4.5,397,0.009837383374902932,0.05829714595113043,0.3489632401686839,0.5236311712387912,0.05129233586223553
141,nu-DHeDtxnOW5vYj93dGPQ,The Lakeview,1132 Dundas Street W,M6J 1X2,Toronto,3.5,382,0.016272129692069755,0.06751571377593485,0.06869564013909665,0.7015017247265801,0.14601479166631864
142,oWTn2IzrprsRkPfULtjZtQ,The Burger's Priest,1636 Queen Street E,M4L 1G3,Toronto,3.5,435,0.04687952615973584,0.054126371816275276,0.14289903237661764,0.663652183416105,0.06550685929523928
143,pSMK_FtULKiU-iuh7SMKwg,Blaze Fast-Fire'd Pizza,"10 Dundas Street East, #124",M5B 2G9,Toronto,4.5,434,0.028043086789247006,0.03505159266255365,0.022228891728884738,0.8500904879345057,0.04998740073882332
144,pZ1quwXnYozLIZIVABojhw,Black Hoof,928 Dundas Street W,M6J 1W3,Toronto,4.0,465,0.09046436336073412,0.04058058212391132,0.021426553725073388,0.8036348887171523,0.025990798773895967
145,piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,51 Baldwin Street,M5T 1L1,Toronto,3.5,432,0.33206780803441965,0.04219358006873036,0.07765670025897699,0.5301618599784831,0.009516690314852624
146,q5xrVJ4kivx_yEfJeOKNYQ,Bar Isabel,797 College Street,M6G 1C6,Toronto,4.0,376,0.019227572162525988,0.07703537332350359,0.10006155959875203,0.7745146086340328,0.012659236116169054
147,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,35 Elm Street,M5G 1H1,Toronto,4.0,355,0.02989322752488497,0.08383328302463264,0.030529937029030525,0.7993566464803503,0.044848444402640575
148,qiRyyRWt6jmAxcoVW0-WHA,Heart Sushi,"815 Britannia Road W, Unit 2",L5V 2X8,Mississauga,3.0,301,0.016123979839794977,0.2019584366235824,0.024861391645548642,0.7100112129647546,0.01279840358385361
149,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,18 Duncan Street,M5H 3G8,Toronto,4.5,2121,0.026275605705281903,0.02088813349450689,0.019162591450047377,0.8900066514200471,0.015550307054784898
150,rxA9c0_XObabVL1WCTA4FA,Sneaky Dee's,431 College Street,M5T 1T1,Toronto,3.5,419,0.013548291207376367,0.01989784563106456,0.027630121843357298,0.8250660548026277,0.08040043744494141
151,snw9iNNLpFYZeHotW00uVA,Lee Restaurant,601 King Street W,M5V 1M5,Toronto,4.0,561,0.026864248322272143,0.06770417894237021,0.026739077253698087,0.8483811524800873,0.025837070070923028
152,t6FCO31z5uYrCM26jCaIaA,The Chase Fish & Oyster,"10 Temperance Street, First Floor",M5H 1Y4,Toronto,3.5,344,0.016830952685919658,0.08195499974244051,0.0821768921478798,0.7808387364475609,0.021391696287123653
153,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,232 Queen Street W,M5V 1Z6,Toronto,3.0,308,0.023758887958189208,0.031917754383195655,0.03653783702168497,0.7901590826304231,0.10420361921456099
154,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,100 Adelaide Street E,M5C 1K9,Toronto,4.0,517,0.01906736402955824,0.05319457831709476,0.027827385910326522,0.8569807738484272,0.02462326173898715
155,ttuEwktrkmh3TUlSFPZqAA,Banh Mi Boys,399 Yonge Street,M5B,Toronto,4.0,444,0.5442162982362903,0.009267143080363848,0.12001586748483359,0.1663030776166965,0.14914788982490984
156,tvYID0arhN-shKGUrC1Wsg,Copacabana Brazilian Steak House,150 Eglinton Avenue E,M4P 1E8,Toronto,3.5,338,0.018351803935974017,0.07016777665921936,0.045235277216735995,0.75084166832725,0.06110483132688365
157,uF86ZhygpBEGr3CudNemYA,O.Noir,620 Church St,M4Y 2G2,Toronto,3.5,301,0.00950517927575059,0.12268186082797759,0.027605786636623452,0.7975655164317221,0.01810177952731268
158,uthbVCNZqmExJTzhII9iNQ,Paramount Middle Eastern Kitchen,253 Yonge Street,M7A 2H1,Toronto,3.0,323,0.022700799036531792,0.036169165488148365,0.08073866248466342,0.7948631641102109,0.040683488383550945
159,vh1tPEaPioD78QmoqnWXpw,Sukho Thai,52 Wellington Street E,M5E 1C9,Toronto,3.5,415,0.010213592022620007,0.018440613066166792,0.025096226923742658,0.91984063885005,0.014644223255067194
160,w1clLiXOo-yLhNjt5jDBCA,Union Social Eatery,"6986 Financial Drive, Unit 6",L5N 8J4,Mississauga,4.0,326,0.01567673970754499,0.07197427879641421,0.05991880266830321,0.7773462230874428,0.04202610450062532
161,wNXw53wmePcf_V3rF18LUg,Grazie Ristorante,2373 Yonge Street,M4P 2C8,Toronto,4.0,367,0.016280454048410182,0.0495905209944781,0.02484126743529003,0.8776016256762382,0.024223445278419808
162,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,299 Roncesvalles Avenue,M6R 2M3,Toronto,4.0,451,0.014809496029982112,0.04951821279104367,0.07932521422362894,0.5380994941743074,0.3000657645992198
163,wxL9wgxLeuMMfI6SAXIzJw,Smash Kitchen & Bar,4261 Highway 7 E,L3R 9W6,Unionville,4.0,612,0.008851921876687225,0.034134227363674406,0.15690764997306827,0.6417106813858774,0.15409444413187567
164,xaqW4NkmUCGRRjmLxiFJ6Q,Muncheez,"7181 Yonge Street, Unit 21",L3T 0C7,Markham,4.5,406,0.02542166070568775,0.12819355356552814,0.028138649312042636,0.7509365510047312,0.04192887475211188
165,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,124-126 Ossington Avenue,M6J 1R5,Toronto,4.0,302,0.012809518803492735,0.03764696026511457,0.10157538286524369,0.8040215796272832,0.03557835760204562
166,yY3jNsrpCyKTqQuRuLV8gw,Cactus Club Cafe,77 Adelaide Street W,M5H 1P9,Toronto,4.0,393,0.016286868521259386,0.04083131707141275,0.035990542816203494,0.8808410084713268,0.019200948051304352
167,yg_A_TpYkJjr1fef0J6QkQ,Konjiki Ramen,5051 Yonge Street,M2N 5P2,Toronto,4.0,393,0.2582257034141382,0.13220917773029825,0.0688298413306987,0.5247636180015623,0.008854221800883013
168,zA6gnF5aPBGoOm6uIbKt-A,Yuzu No Hana,236 Adelaide Street W,M5H 1W7,Toronto,4.0,498,0.02265000198634976,0.23582194325610395,0.013812868459972726,0.7100822998220936,0.006333451447231405
169,zfQ855VX3SMA_54oVSN5Cw,Fresco's Fish & Chips,201 Augusta Avenue,M5T 2L4,Toronto,4.5,320,0.011593450844571264,0.02161587279923354,0.03308786335097449,0.8837265162311886,0.032493779291514924
170,zgQHtqX0gqMw1nlBZl2VnQ,Momofuku Noodle Bar,"190 University Avenue, Ground Floor",M5H 0A3,Toronto,3.0,897,0.23838821104035982,0.17752133635378192,0.13554446404299328,0.40917481459869026,0.01864578536313846
