,business_id,name,address,postal_code,city,stars_y,review_count,ice cream/ serve,waiting/ staff,deep fried/fish chips/ spirng rolls,butter chicken/ palak paneer,fried chicken/ smoked meat
125,jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,"72 Steeles Avenue W, Unit 6",L4J 1V7,Vaughan,4.0,317,0.011323263905479646,0.7868432456878701,0.027920833090874283,0.046166235086960695,0.09326366360812592
126,jTZYireK6pnPb6Rni0jygw,Wow Sushi,11 Charles Street,M4Y 1R4,Toronto,4.0,379,0.06999115610483338,0.6864421812925604,0.0475641806011872,0.024626182537451715,0.05232868041634851
127,k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,699 Saint Clair Avenue W,M6C 1B2,Toronto,4.0,693,0.01370481790021289,0.36122251114056964,0.04792102912037805,0.03370641110614898,0.50119170960593
128,kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,"131 Bloor Street W, Ste 211",M5S 1M4,Toronto,3.0,320,0.030647377017868436,0.7866718114258423,0.04089422381487711,0.021664895668264166,0.026663748147914074
129,kOFDVcnj-8fd3doIpCQ06A,Mildred's Temple Kitchen,85 Hanna Avenue,M6K 3S3,Toronto,4.0,706,0.025619120632413762,0.8190282464394141,0.0472024680457681,0.04102087855055079,0.033038377240944126
130,l-Zjik0MbpabQPv-nNp9YQ,Sanremo Bakery,374 Royal York Road,M8Y 2R3,Etobicoke,4.5,331,0.012012019342256807,0.5822132291729397,0.027239314696239563,0.03674962449976507,0.034093504596491214
131,lDpVyjENOz_qbxbRoyBi8w,Black Camel,4 Crescent Road,M4W 1S9,Toronto,4.5,309,0.0741765391986401,0.2986107610917534,0.05105952849076572,0.006307807326758197,0.5031786972254159
132,lyIHmlIK7PKwQeGyR8svJQ,Cafe Crepe,246 Queen Street W,M5V 1Z7,Toronto,3.5,314,0.20904889080915606,0.5703525431288069,0.026163239367336104,0.014403650413001541,0.03369021286706512
133,mBOIef7a4hONEbSi_ai8Bw,Beast Restaurant,96 Tecumseth Street,M6J 2H1,Toronto,4.0,377,0.018967947207674855,0.772873454977151,0.041065050605869687,0.02985290985016048,0.06905881917732587
134,mG71gQ5HWl7ut9OCN6NJKA,360 Restaurant,"CN Tower, 301 Front Street W",M5V 2T6,Toronto,3.5,747,0.06138544195255632,0.7753734733515569,0.025092804765218732,0.02842614376502449,0.03829356473707239
135,mZRKH9ngRY92bI_irrHq6w,Richmond Station,1 Richmond Street W,M5H 3W4,Toronto,4.5,645,0.035431390900589825,0.6445685730007553,0.09519322806215161,0.05236191166400553,0.042010113763802044
136,mzREMIknfmagJugibXrCsQ,Pho Tien Thanh,57 Ossington Avenue,M6J 2Y9,Toronto,4.0,347,0.032937735544447046,0.6538093226948163,0.14731329463120238,0.0261495553914552,0.03774927541154851
137,nBl_4gw5ecGzNkHyzfii8g,Terroni,57A Adelaide Street E,M5C 1K6,Toronto,3.5,567,0.03638029468565102,0.8235357017591971,0.05296908018493704,0.029437681243050032,0.021180891762201146
138,nHFJtud7jWZhM9dHQ1eIRA,Buk Chang Dong Soon Tofu,691 Bloor Street W,M6G 1L3,Toronto,4.0,420,0.05608727794920513,0.6712657298581091,0.06612754392002573,0.03157674761412166,0.018692700658538335
139,nT16Y6AsJDwEpUB1JICKzg,St Lawrence Market,93-95 Front Street E,M5E 1C3,Toronto,4.5,496,0.012879103969308683,0.40516654950138753,0.011879427287111425,0.04262748519415499,0.051256957857561215
140,nqTvE7ivdU23oUWdI01tOA,Under The Table Restaurant,568 Parliament Street,M4X 1P8,Toronto,4.5,397,0.020123965205492894,0.5044402880654804,0.028567270427066332,0.006908261816732079,0.08281735734237118
141,nu-DHeDtxnOW5vYj93dGPQ,The Lakeview,1132 Dundas Street W,M6J 1X2,Toronto,3.5,382,0.023592654348479597,0.6995784137526415,0.08965985817981527,0.025379908305366725,0.09512249874703028
142,oWTn2IzrprsRkPfULtjZtQ,The Burger's Priest,1636 Queen Street E,M4L 1G3,Toronto,3.5,435,0.015367124945742605,0.4673069534261633,0.2906412560331598,0.03965062414755619,0.03227213668547338
143,pSMK_FtULKiU-iuh7SMKwg,Blaze Fast-Fire'd Pizza,"10 Dundas Street East, #124",M5B 2G9,Toronto,4.5,434,0.019218937143112683,0.6008706893391299,0.01358998830609504,0.11655579378223117,0.16643125809609788
144,pZ1quwXnYozLIZIVABojhw,Black Hoof,928 Dundas Street W,M6J 1W3,Toronto,4.0,465,0.028062933657861524,0.7020377105564892,0.04325635807098022,0.025302529285727657,0.04509046842894158
145,piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,51 Baldwin Street,M5T 1L1,Toronto,3.5,432,0.014518259194681669,0.5967941332935626,0.03708602817754667,0.034772183375994276,0.24833624527328318
146,q5xrVJ4kivx_yEfJeOKNYQ,Bar Isabel,797 College Street,M6G 1C6,Toronto,4.0,376,0.01626400436368231,0.707743441168285,0.0446131326945794,0.05310060071905175,0.1013557441313245
147,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,35 Elm Street,M5G 1H1,Toronto,4.0,355,0.05989751988916434,0.724306775325068,0.08784226974288022,0.04159265632456678,0.040906233263775224
148,qiRyyRWt6jmAxcoVW0-WHA,Heart Sushi,"815 Britannia Road W, Unit 2",L5V 2X8,Mississauga,3.0,301,0.11390486407407853,0.6949759602285208,0.036667987640761936,0.031145331622492133,0.04721889991240779
149,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,18 Duncan Street,M5H 3G8,Toronto,4.5,2121,0.022959382837366208,0.7293698803695092,0.07163050321486272,0.03207812073357332,0.04592289715841389
150,rxA9c0_XObabVL1WCTA4FA,Sneaky Dee's,431 College Street,M5T 1T1,Toronto,3.5,419,0.03573916950317566,0.61985605992622,0.05051144542329626,0.028875850945665416,0.04442923890752521
151,snw9iNNLpFYZeHotW00uVA,Lee Restaurant,601 King Street W,M5V 1M5,Toronto,4.0,561,0.0347076798048361,0.7232334156896976,0.060166874535144015,0.036918502379030244,0.07250975947535036
152,t6FCO31z5uYrCM26jCaIaA,The Chase Fish & Oyster,"10 Temperance Street, First Floor",M5H 1Y4,Toronto,3.5,344,0.09485537931755876,0.6790350370349607,0.03539738287354674,0.04291223164737621,0.05549227681886513
153,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,232 Queen Street W,M5V 1Z6,Toronto,3.0,308,0.013774475019025782,0.8124572863119157,0.038408420510173444,0.014378978045145102,0.07653639566929528
154,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,100 Adelaide Street E,M5C 1K9,Toronto,4.0,517,0.043406839071013066,0.7108380354389056,0.10615563332736444,0.025241347868684313,0.03541077587297995
155,ttuEwktrkmh3TUlSFPZqAA,Banh Mi Boys,399 Yonge Street,M5B,Toronto,4.0,444,0.02197704684327836,0.4393447958979935,0.022762222487042884,0.019389852396448866,0.4687483045974586
156,tvYID0arhN-shKGUrC1Wsg,Copacabana Brazilian Steak House,150 Eglinton Avenue E,M4P 1E8,Toronto,3.5,338,0.024487743350734385,0.8047198647073533,0.05840585402185093,0.03257969971247664,0.030626510338732087
157,uF86ZhygpBEGr3CudNemYA,O.Noir,620 Church St,M4Y 2G2,Toronto,3.5,301,0.1576985808314991,0.7313977542834365,0.032907972271352226,0.04364921151269588,0.021188586364174224
158,uthbVCNZqmExJTzhII9iNQ,Paramount Middle Eastern Kitchen,253 Yonge Street,M7A 2H1,Toronto,3.0,323,0.022805087232916108,0.6755864115712421,0.032418294990035526,0.052728602090676494,0.10646160411512988
159,vh1tPEaPioD78QmoqnWXpw,Sukho Thai,52 Wellington Street E,M5E 1C9,Toronto,3.5,415,0.02522722581843989,0.8310149829076048,0.05182386559728049,0.029630892132878377,0.031053033543796665
160,w1clLiXOo-yLhNjt5jDBCA,Union Social Eatery,"6986 Financial Drive, Unit 6",L5N 8J4,Mississauga,4.0,326,0.09736559917770878,0.6612649327265985,0.05719328920208347,0.03301802085818572,0.0886581580354234
161,wNXw53wmePcf_V3rF18LUg,Grazie Ristorante,2373 Yonge Street,M4P 2C8,Toronto,4.0,367,0.026286688098991297,0.6464236142838344,0.053900127606985725,0.04057402080936713,0.057815549200821326
162,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,299 Roncesvalles Avenue,M6R 2M3,Toronto,4.0,451,0.02115373328476705,0.5410129339033112,0.054256502935354126,0.044894447042446564,0.25534904950078774
163,wxL9wgxLeuMMfI6SAXIzJw,Smash Kitchen & Bar,4261 Highway 7 E,L3R 9W6,Unionville,4.0,612,0.01033385100587364,0.6347666207932346,0.05689113552740633,0.02788721350419666,0.21678784583595567
164,xaqW4NkmUCGRRjmLxiFJ6Q,Muncheez,"7181 Yonge Street, Unit 21",L3T 0C7,Markham,4.5,406,0.0513814255076633,0.6974307204740552,0.06500686622653239,0.01243626335396257,0.03088758158064379
165,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,124-126 Ossington Avenue,M6J 1R5,Toronto,4.0,302,0.027295425762160017,0.6425878694495113,0.02211757863685973,0.03347085306773021,0.08702827308373884
166,yY3jNsrpCyKTqQuRuLV8gw,Cactus Club Cafe,77 Adelaide Street W,M5H 1P9,Toronto,4.0,393,0.01537574416330688,0.9020563658158367,0.010315280704701177,0.0239976735889599,0.027846772461889074
167,yg_A_TpYkJjr1fef0J6QkQ,Konjiki Ramen,5051 Yonge Street,M2N 5P2,Toronto,4.0,393,0.055629543437868786,0.6677091224376636,0.032059589486723286,0.0276220684539821,0.19197967618376194
168,zA6gnF5aPBGoOm6uIbKt-A,Yuzu No Hana,236 Adelaide Street W,M5H 1W7,Toronto,4.0,498,0.13394462043853655,0.7029213375025719,0.06953892917325362,0.028442959046302542,0.041055768297166784
169,zfQ855VX3SMA_54oVSN5Cw,Fresco's Fish & Chips,201 Augusta Avenue,M5T 2L4,Toronto,4.5,320,0.008110547078184656,0.3486034789212989,0.304613109984196,0.09481761051140415,0.06203707168673453
170,zgQHtqX0gqMw1nlBZl2VnQ,Momofuku Noodle Bar,"190 University Avenue, Ground Floor",M5H 0A3,Toronto,3.0,897,0.07351508850189832,0.46134159370806577,0.01953182192765132,0.011697591894989683,0.4084593585128498
